"region";"år";"statistikkvariabel";"06913: Befolkning og endringer, etter region, år og statistikkvariabel"
"K_3105 Sarpsborg";"1983";"Befolkning 1. januar";46148
"K_3105 Sarpsborg";"1983";"Levendefødte";475
"K_3105 Sarpsborg";"1983";"Døde";522
"K_3105 Sarpsborg";"1984";"Befolkning 1. januar";46126
"K_3105 Sarpsborg";"1984";"Levendefødte";526
"K_3105 Sarpsborg";"1984";"Døde";484
"K_3105 Sarpsborg";"1985";"Befolkning 1. januar";46212
"K_3105 Sarpsborg";"1985";"Levendefødte";510
"K_3105 Sarpsborg";"1985";"Døde";507
"K_3105 Sarpsborg";"1986";"Befolkning 1. januar";46274
"K_3105 Sarpsborg";"1986";"Levendefødte";458
"K_3105 Sarpsborg";"1986";"Døde";488
"K_3105 Sarpsborg";"1987";"Befolkning 1. januar";46499
"K_3105 Sarpsborg";"1987";"Levendefødte";496
"K_3105 Sarpsborg";"1987";"Døde";555
"K_3105 Sarpsborg";"1988";"Befolkning 1. januar";46651
"K_3105 Sarpsborg";"1988";"Levendefødte";566
"K_3105 Sarpsborg";"1988";"Døde";501
"K_3105 Sarpsborg";"1989";"Befolkning 1. januar";46875
"K_3105 Sarpsborg";"1989";"Levendefødte";557
"K_3105 Sarpsborg";"1989";"Døde";520
"K_3105 Sarpsborg";"1990";"Befolkning 1. januar";46671
"K_3105 Sarpsborg";"1990";"Levendefødte";575
"K_3105 Sarpsborg";"1990";"Døde";528
"K_3105 Sarpsborg";"1991";"Befolkning 1. januar";46608
"K_3105 Sarpsborg";"1991";"Levendefødte";549
"K_3105 Sarpsborg";"1991";"Døde";527
"K_3105 Sarpsborg";"1992";"Befolkning 1. januar";46611
"K_3105 Sarpsborg";"1992";"Levendefødte";599
"K_3105 Sarpsborg";"1992";"Døde";502
"K_3105 Sarpsborg";"1993";"Befolkning 1. januar";46543
"K_3105 Sarpsborg";"1993";"Levendefødte";519
"K_3105 Sarpsborg";"1993";"Døde";547
"K_3105 Sarpsborg";"1994";"Befolkning 1. januar";46381
"K_3105 Sarpsborg";"1994";"Levendefødte";535
"K_3105 Sarpsborg";"1994";"Døde";490
"K_3105 Sarpsborg";"1995";"Befolkning 1. januar";46449
"K_3105 Sarpsborg";"1995";"Levendefødte";557
"K_3105 Sarpsborg";"1995";"Døde";560
"K_3105 Sarpsborg";"1996";"Befolkning 1. januar";46424
"K_3105 Sarpsborg";"1996";"Levendefødte";531
"K_3105 Sarpsborg";"1996";"Døde";551
"K_3105 Sarpsborg";"1997";"Befolkning 1. januar";46440
"K_3105 Sarpsborg";"1997";"Levendefødte";546
"K_3105 Sarpsborg";"1997";"Døde";548
"K_3105 Sarpsborg";"1998";"Befolkning 1. januar";46692
"K_3105 Sarpsborg";"1998";"Levendefødte";522
"K_3105 Sarpsborg";"1998";"Døde";487
"K_3105 Sarpsborg";"1999";"Befolkning 1. januar";47122
"K_3105 Sarpsborg";"1999";"Levendefødte";564
"K_3105 Sarpsborg";"1999";"Døde";507
"K_3105 Sarpsborg";"2000";"Befolkning 1. januar";47447
"K_3105 Sarpsborg";"2000";"Levendefødte";507
"K_3105 Sarpsborg";"2000";"Døde";524
"K_3105 Sarpsborg";"2001";"Befolkning 1. januar";47993
"K_3105 Sarpsborg";"2001";"Levendefødte";581
"K_3105 Sarpsborg";"2001";"Døde";502
"K_3105 Sarpsborg";"2002";"Befolkning 1. januar";48555
"K_3105 Sarpsborg";"2002";"Levendefødte";563
"K_3105 Sarpsborg";"2002";"Døde";519
"K_3105 Sarpsborg";"2003";"Befolkning 1. januar";49044
"K_3105 Sarpsborg";"2003";"Levendefødte";561
"K_3105 Sarpsborg";"2003";"Døde";548
"K_3105 Sarpsborg";"2004";"Befolkning 1. januar";49423
"K_3105 Sarpsborg";"2004";"Levendefødte";509
"K_3105 Sarpsborg";"2004";"Døde";521
"K_3105 Sarpsborg";"2005";"Befolkning 1. januar";49753
"K_3105 Sarpsborg";"2005";"Levendefødte";547
"K_3105 Sarpsborg";"2005";"Døde";516
"K_3105 Sarpsborg";"2006";"Befolkning 1. januar";50115
"K_3105 Sarpsborg";"2006";"Levendefødte";562
"K_3105 Sarpsborg";"2006";"Døde";464
"K_3105 Sarpsborg";"2007";"Befolkning 1. januar";50593
"K_3105 Sarpsborg";"2007";"Levendefødte";585
"K_3105 Sarpsborg";"2007";"Døde";539
"K_3105 Sarpsborg";"2008";"Befolkning 1. januar";51053
"K_3105 Sarpsborg";"2008";"Levendefødte";627
"K_3105 Sarpsborg";"2008";"Døde";480
"K_3105 Sarpsborg";"2009";"Befolkning 1. januar";51723
"K_3105 Sarpsborg";"2009";"Levendefødte";654
"K_3105 Sarpsborg";"2009";"Døde";483
"K_3105 Sarpsborg";"2010";"Befolkning 1. januar";52159
"K_3105 Sarpsborg";"2010";"Levendefødte";585
"K_3105 Sarpsborg";"2010";"Døde";518
"K_3105 Sarpsborg";"2011";"Befolkning 1. januar";52805
"K_3105 Sarpsborg";"2011";"Levendefødte";587
"K_3105 Sarpsborg";"2011";"Døde";487
"K_3105 Sarpsborg";"2012";"Befolkning 1. januar";53333
"K_3105 Sarpsborg";"2012";"Levendefødte";582
"K_3105 Sarpsborg";"2012";"Døde";502
"K_3105 Sarpsborg";"2013";"Befolkning 1. januar";53696
"K_3105 Sarpsborg";"2013";"Levendefødte";578
"K_3105 Sarpsborg";"2013";"Døde";522
"K_3105 Sarpsborg";"2014";"Befolkning 1. januar";54059
"K_3105 Sarpsborg";"2014";"Levendefødte";548
"K_3105 Sarpsborg";"2014";"Døde";530
"K_3105 Sarpsborg";"2015";"Befolkning 1. januar";54192
"K_3105 Sarpsborg";"2015";"Levendefødte";572
"K_3105 Sarpsborg";"2015";"Døde";481
"K_3105 Sarpsborg";"2016";"Befolkning 1. januar";54678
"K_3105 Sarpsborg";"2016";"Levendefødte";558
"K_3105 Sarpsborg";"2016";"Døde";472
"K_3105 Sarpsborg";"2017";"Befolkning 1. januar";55127
"K_3105 Sarpsborg";"2017";"Levendefødte";545
"K_3105 Sarpsborg";"2017";"Døde";499
"K_3105 Sarpsborg";"2018";"Befolkning 1. januar";55543
"K_3105 Sarpsborg";"2018";"Levendefødte";511
"K_3105 Sarpsborg";"2018";"Døde";519
"K_3105 Sarpsborg";"2019";"Befolkning 1. januar";55997
"K_3105 Sarpsborg";"2019";"Levendefødte";541
"K_3105 Sarpsborg";"2019";"Døde";487
"K_3105 Sarpsborg";"2020";"Befolkning 1. januar";56732
"K_3105 Sarpsborg";"2020";"Levendefødte";523
"K_3105 Sarpsborg";"2020";"Døde";495
"K_3105 Sarpsborg";"2021";"Befolkning 1. januar";57372
"K_3105 Sarpsborg";"2021";"Levendefødte";565
"K_3105 Sarpsborg";"2021";"Døde";491
"K_3105 Sarpsborg";"2022";"Befolkning 1. januar";58182
"K_3105 Sarpsborg";"2022";"Levendefødte";538
"K_3105 Sarpsborg";"2022";"Døde";573
"K_3105 Sarpsborg";"2023";"Befolkning 1. januar";59038
"K_3105 Sarpsborg";"2023";"Levendefødte";554
"K_3105 Sarpsborg";"2023";"Døde";526
"K_3105 Sarpsborg";"2024";"Befolkning 1. januar";59771
"K_3105 Sarpsborg";"2024";"Levendefødte";..
"K_3105 Sarpsborg";"2024";"Døde";..
"K_3107 Fredrikstad";"1951";"Befolkning 1. januar";52575
"K_3107 Fredrikstad";"1951";"Levendefødte";852
"K_3107 Fredrikstad";"1951";"Døde";450
"K_3107 Fredrikstad";"1952";"Befolkning 1. januar";52937
"K_3107 Fredrikstad";"1952";"Levendefødte";889
"K_3107 Fredrikstad";"1952";"Døde";566
"K_3107 Fredrikstad";"1953";"Befolkning 1. januar";53315
"K_3107 Fredrikstad";"1953";"Levendefødte";882
"K_3107 Fredrikstad";"1953";"Døde";467
"K_3107 Fredrikstad";"1954";"Befolkning 1. januar";53885
"K_3107 Fredrikstad";"1954";"Levendefødte";969
"K_3107 Fredrikstad";"1954";"Døde";500
"K_3107 Fredrikstad";"1955";"Befolkning 1. januar";54633
"K_3107 Fredrikstad";"1955";"Levendefødte";943
"K_3107 Fredrikstad";"1955";"Døde";480
"K_3107 Fredrikstad";"1956";"Befolkning 1. januar";55681
"K_3107 Fredrikstad";"1956";"Levendefødte";1033
"K_3107 Fredrikstad";"1956";"Døde";532
"K_3107 Fredrikstad";"1957";"Befolkning 1. januar";56395
"K_3107 Fredrikstad";"1957";"Levendefødte";975
"K_3107 Fredrikstad";"1957";"Døde";493
"K_3107 Fredrikstad";"1958";"Befolkning 1. januar";57015
"K_3107 Fredrikstad";"1958";"Levendefødte";971
"K_3107 Fredrikstad";"1958";"Døde";584
"K_3107 Fredrikstad";"1959";"Befolkning 1. januar";57510
"K_3107 Fredrikstad";"1959";"Levendefødte";968
"K_3107 Fredrikstad";"1959";"Døde";538
"K_3107 Fredrikstad";"1960";"Befolkning 1. januar";57988
"K_3107 Fredrikstad";"1960";"Levendefødte";913
"K_3107 Fredrikstad";"1960";"Døde";587
"K_3107 Fredrikstad";"1961";"Befolkning 1. januar";58382
"K_3107 Fredrikstad";"1961";"Levendefødte";881
"K_3107 Fredrikstad";"1961";"Døde";581
"K_3107 Fredrikstad";"1962";"Befolkning 1. januar";58896
"K_3107 Fredrikstad";"1962";"Levendefødte";984
"K_3107 Fredrikstad";"1962";"Døde";546
"K_3107 Fredrikstad";"1963";"Befolkning 1. januar";59301
"K_3107 Fredrikstad";"1963";"Levendefødte";986
"K_3107 Fredrikstad";"1963";"Døde";612
"K_3107 Fredrikstad";"1964";"Befolkning 1. januar";59818
"K_3107 Fredrikstad";"1964";"Levendefødte";993
"K_3107 Fredrikstad";"1964";"Døde";602
"K_3107 Fredrikstad";"1965";"Befolkning 1. januar";60287
"K_3107 Fredrikstad";"1965";"Levendefødte";980
"K_3107 Fredrikstad";"1965";"Døde";614
"K_3107 Fredrikstad";"1966";"Befolkning 1. januar";60690
"K_3107 Fredrikstad";"1966";"Levendefødte";975
"K_3107 Fredrikstad";"1966";"Døde";628
"K_3107 Fredrikstad";"1967";"Befolkning 1. januar";61203
"K_3107 Fredrikstad";"1967";"Levendefødte";1005
"K_3107 Fredrikstad";"1967";"Døde";655
"K_3107 Fredrikstad";"1968";"Befolkning 1. januar";61782
"K_3107 Fredrikstad";"1968";"Levendefødte";977
"K_3107 Fredrikstad";"1968";"Døde";649
"K_3107 Fredrikstad";"1969";"Befolkning 1. januar";62196
"K_3107 Fredrikstad";"1969";"Levendefødte";961
"K_3107 Fredrikstad";"1969";"Døde";680
"K_3107 Fredrikstad";"1970";"Befolkning 1. januar";62797
"K_3107 Fredrikstad";"1970";"Levendefødte";1014
"K_3107 Fredrikstad";"1970";"Døde";674
"K_3107 Fredrikstad";"1971";"Befolkning 1. januar";63453
"K_3107 Fredrikstad";"1971";"Levendefødte";899
"K_3107 Fredrikstad";"1971";"Døde";692
"K_3107 Fredrikstad";"1972";"Befolkning 1. januar";64039
"K_3107 Fredrikstad";"1972";"Levendefødte";982
"K_3107 Fredrikstad";"1972";"Døde";748
"K_3107 Fredrikstad";"1973";"Befolkning 1. januar";64790
"K_3107 Fredrikstad";"1973";"Levendefødte";933
"K_3107 Fredrikstad";"1973";"Døde";713
"K_3107 Fredrikstad";"1974";"Befolkning 1. januar";64759
"K_3107 Fredrikstad";"1974";"Levendefødte";900
"K_3107 Fredrikstad";"1974";"Døde";747
"K_3107 Fredrikstad";"1975";"Befolkning 1. januar";64773
"K_3107 Fredrikstad";"1975";"Levendefødte";837
"K_3107 Fredrikstad";"1975";"Døde";672
"K_3107 Fredrikstad";"1976";"Befolkning 1. januar";64608
"K_3107 Fredrikstad";"1976";"Levendefødte";713
"K_3107 Fredrikstad";"1976";"Døde";678
"K_3107 Fredrikstad";"1977";"Befolkning 1. januar";64407
"K_3107 Fredrikstad";"1977";"Levendefødte";735
"K_3107 Fredrikstad";"1977";"Døde";648
"K_3107 Fredrikstad";"1978";"Befolkning 1. januar";64173
"K_3107 Fredrikstad";"1978";"Levendefødte";715
"K_3107 Fredrikstad";"1978";"Døde";668
"K_3107 Fredrikstad";"1979";"Befolkning 1. januar";64030
"K_3107 Fredrikstad";"1979";"Levendefødte";629
"K_3107 Fredrikstad";"1979";"Døde";778
"K_3107 Fredrikstad";"1980";"Befolkning 1. januar";63710
"K_3107 Fredrikstad";"1980";"Levendefødte";605
"K_3107 Fredrikstad";"1980";"Døde";679
"K_3107 Fredrikstad";"1981";"Befolkning 1. januar";63785
"K_3107 Fredrikstad";"1981";"Levendefødte";635
"K_3107 Fredrikstad";"1981";"Døde";737
"K_3107 Fredrikstad";"1982";"Befolkning 1. januar";63838
"K_3107 Fredrikstad";"1982";"Levendefødte";656
"K_3107 Fredrikstad";"1982";"Døde";711
"K_3107 Fredrikstad";"1983";"Befolkning 1. januar";63981
"K_3107 Fredrikstad";"1983";"Levendefødte";594
"K_3107 Fredrikstad";"1983";"Døde";782
"K_3107 Fredrikstad";"1984";"Befolkning 1. januar";63864
"K_3107 Fredrikstad";"1984";"Levendefødte";591
"K_3107 Fredrikstad";"1984";"Døde";743
"K_3107 Fredrikstad";"1985";"Befolkning 1. januar";63948
"K_3107 Fredrikstad";"1985";"Levendefødte";615
"K_3107 Fredrikstad";"1985";"Døde";814
"K_3107 Fredrikstad";"1986";"Befolkning 1. januar";63962
"K_3107 Fredrikstad";"1986";"Levendefødte";660
"K_3107 Fredrikstad";"1986";"Døde";721
"K_3107 Fredrikstad";"1987";"Befolkning 1. januar";63991
"K_3107 Fredrikstad";"1987";"Levendefødte";654
"K_3107 Fredrikstad";"1987";"Døde";758
"K_3107 Fredrikstad";"1988";"Befolkning 1. januar";64248
"K_3107 Fredrikstad";"1988";"Levendefødte";701
"K_3107 Fredrikstad";"1988";"Døde";836
"K_3107 Fredrikstad";"1989";"Befolkning 1. januar";64392
"K_3107 Fredrikstad";"1989";"Levendefødte";733
"K_3107 Fredrikstad";"1989";"Døde";783
"K_3107 Fredrikstad";"1990";"Befolkning 1. januar";64448
"K_3107 Fredrikstad";"1990";"Levendefødte";825
"K_3107 Fredrikstad";"1990";"Døde";778
"K_3107 Fredrikstad";"1991";"Befolkning 1. januar";64651
"K_3107 Fredrikstad";"1991";"Levendefødte";767
"K_3107 Fredrikstad";"1991";"Døde";795
"K_3107 Fredrikstad";"1992";"Befolkning 1. januar";64706
"K_3107 Fredrikstad";"1992";"Levendefødte";749
"K_3107 Fredrikstad";"1992";"Døde";796
"K_3107 Fredrikstad";"1993";"Befolkning 1. januar";64813
"K_3107 Fredrikstad";"1993";"Levendefødte";827
"K_3107 Fredrikstad";"1993";"Døde";834
"K_3107 Fredrikstad";"1994";"Befolkning 1. januar";64843
"K_3107 Fredrikstad";"1994";"Levendefødte";774
"K_3107 Fredrikstad";"1994";"Døde";773
"K_3107 Fredrikstad";"1995";"Befolkning 1. januar";65214
"K_3107 Fredrikstad";"1995";"Levendefødte";777
"K_3107 Fredrikstad";"1995";"Døde";791
"K_3107 Fredrikstad";"1996";"Befolkning 1. januar";65711
"K_3107 Fredrikstad";"1996";"Levendefødte";791
"K_3107 Fredrikstad";"1996";"Døde";780
"K_3107 Fredrikstad";"1997";"Befolkning 1. januar";66034
"K_3107 Fredrikstad";"1997";"Levendefødte";805
"K_3107 Fredrikstad";"1997";"Døde";836
"K_3107 Fredrikstad";"1998";"Befolkning 1. januar";66746
"K_3107 Fredrikstad";"1998";"Levendefødte";781
"K_3107 Fredrikstad";"1998";"Døde";762
"K_3107 Fredrikstad";"1999";"Befolkning 1. januar";67415
"K_3107 Fredrikstad";"1999";"Levendefødte";789
"K_3107 Fredrikstad";"1999";"Døde";757
"K_3107 Fredrikstad";"2000";"Befolkning 1. januar";67761
"K_3107 Fredrikstad";"2000";"Levendefødte";816
"K_3107 Fredrikstad";"2000";"Døde";791
"K_3107 Fredrikstad";"2001";"Befolkning 1. januar";68143
"K_3107 Fredrikstad";"2001";"Levendefødte";746
"K_3107 Fredrikstad";"2001";"Døde";741
"K_3107 Fredrikstad";"2002";"Befolkning 1. januar";68505
"K_3107 Fredrikstad";"2002";"Levendefødte";764
"K_3107 Fredrikstad";"2002";"Døde";795
"K_3107 Fredrikstad";"2003";"Befolkning 1. januar";69288
"K_3107 Fredrikstad";"2003";"Levendefødte";748
"K_3107 Fredrikstad";"2003";"Døde";762
"K_3107 Fredrikstad";"2004";"Befolkning 1. januar";69867
"K_3107 Fredrikstad";"2004";"Levendefødte";770
"K_3107 Fredrikstad";"2004";"Døde";694
"K_3107 Fredrikstad";"2005";"Befolkning 1. januar";70418
"K_3107 Fredrikstad";"2005";"Levendefødte";773
"K_3107 Fredrikstad";"2005";"Døde";729
"K_3107 Fredrikstad";"2006";"Befolkning 1. januar";70791
"K_3107 Fredrikstad";"2006";"Levendefødte";779
"K_3107 Fredrikstad";"2006";"Døde";689
"K_3107 Fredrikstad";"2007";"Befolkning 1. januar";71297
"K_3107 Fredrikstad";"2007";"Levendefødte";785
"K_3107 Fredrikstad";"2007";"Døde";753
"K_3107 Fredrikstad";"2008";"Befolkning 1. januar";71976
"K_3107 Fredrikstad";"2008";"Levendefødte";739
"K_3107 Fredrikstad";"2008";"Døde";746
"K_3107 Fredrikstad";"2009";"Befolkning 1. januar";72760
"K_3107 Fredrikstad";"2009";"Levendefødte";884
"K_3107 Fredrikstad";"2009";"Døde";750
"K_3107 Fredrikstad";"2010";"Befolkning 1. januar";73638
"K_3107 Fredrikstad";"2010";"Levendefødte";795
"K_3107 Fredrikstad";"2010";"Døde";726
"K_3107 Fredrikstad";"2011";"Befolkning 1. januar";74579
"K_3107 Fredrikstad";"2011";"Levendefødte";755
"K_3107 Fredrikstad";"2011";"Døde";692
"K_3107 Fredrikstad";"2012";"Befolkning 1. januar";75583
"K_3107 Fredrikstad";"2012";"Levendefødte";762
"K_3107 Fredrikstad";"2012";"Døde";720
"K_3107 Fredrikstad";"2013";"Befolkning 1. januar";76807
"K_3107 Fredrikstad";"2013";"Levendefødte";770
"K_3107 Fredrikstad";"2013";"Døde";727
"K_3107 Fredrikstad";"2014";"Befolkning 1. januar";77591
"K_3107 Fredrikstad";"2014";"Levendefødte";761
"K_3107 Fredrikstad";"2014";"Døde";713
"K_3107 Fredrikstad";"2015";"Befolkning 1. januar";78159
"K_3107 Fredrikstad";"2015";"Levendefødte";734
"K_3107 Fredrikstad";"2015";"Døde";711
"K_3107 Fredrikstad";"2016";"Befolkning 1. januar";78967
"K_3107 Fredrikstad";"2016";"Levendefødte";784
"K_3107 Fredrikstad";"2016";"Døde";738
"K_3107 Fredrikstad";"2017";"Befolkning 1. januar";80121
"K_3107 Fredrikstad";"2017";"Levendefødte";773
"K_3107 Fredrikstad";"2017";"Døde";680
"K_3107 Fredrikstad";"2018";"Befolkning 1. januar";80977
"K_3107 Fredrikstad";"2018";"Levendefødte";750
"K_3107 Fredrikstad";"2018";"Døde";702
"K_3107 Fredrikstad";"2019";"Befolkning 1. januar";81772
"K_3107 Fredrikstad";"2019";"Levendefødte";708
"K_3107 Fredrikstad";"2019";"Døde";695
"K_3107 Fredrikstad";"2020";"Befolkning 1. januar";82385
"K_3107 Fredrikstad";"2020";"Levendefødte";698
"K_3107 Fredrikstad";"2020";"Døde";695
"K_3107 Fredrikstad";"2021";"Befolkning 1. januar";83193
"K_3107 Fredrikstad";"2021";"Levendefødte";727
"K_3107 Fredrikstad";"2021";"Døde";739
"K_3107 Fredrikstad";"2022";"Befolkning 1. januar";83892
"K_3107 Fredrikstad";"2022";"Levendefødte";656
"K_3107 Fredrikstad";"2022";"Døde";813
"K_3107 Fredrikstad";"2023";"Befolkning 1. januar";84444
"K_3107 Fredrikstad";"2023";"Levendefødte";702
"K_3107 Fredrikstad";"2023";"Døde";780
"K_3107 Fredrikstad";"2024";"Befolkning 1. januar";85230
"K_3107 Fredrikstad";"2024";"Levendefødte";..
"K_3107 Fredrikstad";"2024";"Døde";..
"K_3110 Hvaler";"1951";"Befolkning 1. januar";3335
"K_3110 Hvaler";"1951";"Levendefødte";68
"K_3110 Hvaler";"1951";"Døde";33
"K_3110 Hvaler";"1952";"Befolkning 1. januar";3328
"K_3110 Hvaler";"1952";"Levendefødte";47
"K_3110 Hvaler";"1952";"Døde";25
"K_3110 Hvaler";"1953";"Befolkning 1. januar";3289
"K_3110 Hvaler";"1953";"Levendefødte";64
"K_3110 Hvaler";"1953";"Døde";37
"K_3110 Hvaler";"1954";"Befolkning 1. januar";3188
"K_3110 Hvaler";"1954";"Levendefødte";54
"K_3110 Hvaler";"1954";"Døde";33
"K_3110 Hvaler";"1955";"Befolkning 1. januar";3146
"K_3110 Hvaler";"1955";"Levendefødte";34
"K_3110 Hvaler";"1955";"Døde";26
"K_3110 Hvaler";"1956";"Befolkning 1. januar";3070
"K_3110 Hvaler";"1956";"Levendefødte";50
"K_3110 Hvaler";"1956";"Døde";37
"K_3110 Hvaler";"1957";"Befolkning 1. januar";3043
"K_3110 Hvaler";"1957";"Levendefødte";51
"K_3110 Hvaler";"1957";"Døde";34
"K_3110 Hvaler";"1958";"Befolkning 1. januar";2971
"K_3110 Hvaler";"1958";"Levendefødte";32
"K_3110 Hvaler";"1958";"Døde";32
"K_3110 Hvaler";"1959";"Befolkning 1. januar";2920
"K_3110 Hvaler";"1959";"Levendefødte";37
"K_3110 Hvaler";"1959";"Døde";22
"K_3110 Hvaler";"1960";"Befolkning 1. januar";2872
"K_3110 Hvaler";"1960";"Levendefødte";31
"K_3110 Hvaler";"1960";"Døde";30
"K_3110 Hvaler";"1961";"Befolkning 1. januar";2749
"K_3110 Hvaler";"1961";"Levendefødte";32
"K_3110 Hvaler";"1961";"Døde";31
"K_3110 Hvaler";"1962";"Befolkning 1. januar";2645
"K_3110 Hvaler";"1962";"Levendefødte";25
"K_3110 Hvaler";"1962";"Døde";35
"K_3110 Hvaler";"1963";"Befolkning 1. januar";2603
"K_3110 Hvaler";"1963";"Levendefødte";23
"K_3110 Hvaler";"1963";"Døde";40
"K_3110 Hvaler";"1964";"Befolkning 1. januar";2542
"K_3110 Hvaler";"1964";"Levendefødte";25
"K_3110 Hvaler";"1964";"Døde";27
"K_3110 Hvaler";"1965";"Befolkning 1. januar";2490
"K_3110 Hvaler";"1965";"Levendefødte";24
"K_3110 Hvaler";"1965";"Døde";37
"K_3110 Hvaler";"1966";"Befolkning 1. januar";2440
"K_3110 Hvaler";"1966";"Levendefødte";17
"K_3110 Hvaler";"1966";"Døde";39
"K_3110 Hvaler";"1967";"Befolkning 1. januar";2386
"K_3110 Hvaler";"1967";"Levendefødte";23
"K_3110 Hvaler";"1967";"Døde";36
"K_3110 Hvaler";"1968";"Befolkning 1. januar";2323
"K_3110 Hvaler";"1968";"Levendefødte";22
"K_3110 Hvaler";"1968";"Døde";36
"K_3110 Hvaler";"1969";"Befolkning 1. januar";2282
"K_3110 Hvaler";"1969";"Levendefødte";24
"K_3110 Hvaler";"1969";"Døde";36
"K_3110 Hvaler";"1970";"Befolkning 1. januar";2309
"K_3110 Hvaler";"1970";"Levendefødte";21
"K_3110 Hvaler";"1970";"Døde";47
"K_3110 Hvaler";"1971";"Befolkning 1. januar";2247
"K_3110 Hvaler";"1971";"Levendefødte";34
"K_3110 Hvaler";"1971";"Døde";39
"K_3110 Hvaler";"1972";"Befolkning 1. januar";2285
"K_3110 Hvaler";"1972";"Levendefødte";19
"K_3110 Hvaler";"1972";"Døde";35
"K_3110 Hvaler";"1973";"Befolkning 1. januar";2350
"K_3110 Hvaler";"1973";"Levendefødte";30
"K_3110 Hvaler";"1973";"Døde";37
"K_3110 Hvaler";"1974";"Befolkning 1. januar";2389
"K_3110 Hvaler";"1974";"Levendefødte";25
"K_3110 Hvaler";"1974";"Døde";35
"K_3110 Hvaler";"1975";"Befolkning 1. januar";2435
"K_3110 Hvaler";"1975";"Levendefødte";28
"K_3110 Hvaler";"1975";"Døde";47
"K_3110 Hvaler";"1976";"Befolkning 1. januar";2458
"K_3110 Hvaler";"1976";"Levendefødte";29
"K_3110 Hvaler";"1976";"Døde";49
"K_3110 Hvaler";"1977";"Befolkning 1. januar";2494
"K_3110 Hvaler";"1977";"Levendefødte";32
"K_3110 Hvaler";"1977";"Døde";38
"K_3110 Hvaler";"1978";"Befolkning 1. januar";2538
"K_3110 Hvaler";"1978";"Levendefødte";33
"K_3110 Hvaler";"1978";"Døde";39
"K_3110 Hvaler";"1979";"Befolkning 1. januar";2554
"K_3110 Hvaler";"1979";"Levendefødte";37
"K_3110 Hvaler";"1979";"Døde";35
"K_3110 Hvaler";"1980";"Befolkning 1. januar";2571
"K_3110 Hvaler";"1980";"Levendefødte";27
"K_3110 Hvaler";"1980";"Døde";27
"K_3110 Hvaler";"1981";"Befolkning 1. januar";2668
"K_3110 Hvaler";"1981";"Levendefødte";34
"K_3110 Hvaler";"1981";"Døde";36
"K_3110 Hvaler";"1982";"Befolkning 1. januar";2761
"K_3110 Hvaler";"1982";"Levendefødte";32
"K_3110 Hvaler";"1982";"Døde";44
"K_3110 Hvaler";"1983";"Befolkning 1. januar";2838
"K_3110 Hvaler";"1983";"Levendefødte";26
"K_3110 Hvaler";"1983";"Døde";33
"K_3110 Hvaler";"1984";"Befolkning 1. januar";2870
"K_3110 Hvaler";"1984";"Levendefødte";38
"K_3110 Hvaler";"1984";"Døde";52
"K_3110 Hvaler";"1985";"Befolkning 1. januar";2889
"K_3110 Hvaler";"1985";"Levendefødte";31
"K_3110 Hvaler";"1985";"Døde";38
"K_3110 Hvaler";"1986";"Befolkning 1. januar";2921
"K_3110 Hvaler";"1986";"Levendefødte";35
"K_3110 Hvaler";"1986";"Døde";39
"K_3110 Hvaler";"1987";"Befolkning 1. januar";2968
"K_3110 Hvaler";"1987";"Levendefødte";28
"K_3110 Hvaler";"1987";"Døde";29
"K_3110 Hvaler";"1988";"Befolkning 1. januar";3090
"K_3110 Hvaler";"1988";"Levendefødte";40
"K_3110 Hvaler";"1988";"Døde";46
"K_3110 Hvaler";"1989";"Befolkning 1. januar";3181
"K_3110 Hvaler";"1989";"Levendefødte";29
"K_3110 Hvaler";"1989";"Døde";38
"K_3110 Hvaler";"1990";"Befolkning 1. januar";3213
"K_3110 Hvaler";"1990";"Levendefødte";32
"K_3110 Hvaler";"1990";"Døde";41
"K_3110 Hvaler";"1991";"Befolkning 1. januar";3222
